id	pointName	xsect(pb)
5084	pMSSM12_MCMC1_29_558680	0.0001342
5086	pMSSM12_MCMC1_25_405336	0.7494
5088	pMSSM12_MCMC1_26_265407	0.01626
5091	pMSSM12_MCMC1_26_632348	0.2344
5092	pMSSM12_MCMC1_21_561452	0.01076
5093	pMSSM12_MCMC1_25_743748	0.6022
5094	pMSSM12_MCMC1_41_327526	0.003198
5095	pMSSM12_MCMC1_12_639129	0.03227
5096	pMSSM12_MCMC1_24_593878	1.803
5097	pMSSM12_MCMC1_1_601158	0.02592
5098	pMSSM12_MCMC1_42_545841	0.7433
5099	pMSSM12_MCMC1_28_603873	0.003728
5100	pMSSM12_MCMC1_23_807486	0.004192
5102	pMSSM12_MCMC1_9_637485	0.000772
5103	pMSSM12_MCMC1_26_867568	0.004593
5104	pMSSM12_MCMC1_10_857139	1.672
5105	pMSSM12_MCMC1_34_199811	0.002834
5106	pMSSM12_MCMC1_3_622675	0.8042
5107	pMSSM12_MCMC1_34_978958	0.02542
5108	pMSSM12_MCMC1_24_189443	0.0007554
5110	pMSSM12_MCMC1_21_586245	0.03067
5111	pMSSM12_MCMC1_46_351554	0.01524
5113	pMSSM12_MCMC1_27_879670	0.009944
5114	pMSSM12_MCMC1_36_609668	2.302
5115	pMSSM12_MCMC1_36_377494	0.2308
5116	pMSSM12_MCMC1_20_886106	0.6884
5117	pMSSM12_MCMC1_46_617478	0.005278
5118	pMSSM12_MCMC1_9_650407	0.01658
5119	pMSSM12_MCMC1_19_351579	0.05924
5120	pMSSM12_MCMC1_14_784219	0.02086
5121	pMSSM12_MCMC1_23_633012	0.001358
5122	pMSSM12_MCMC1_48_184008	0.2158
5123	pMSSM12_MCMC1_46_403509	1.333e-05
5124	pMSSM12_MCMC1_39_691940	0.1237
5126	pMSSM12_MCMC1_18_260860	0.5244
5128	pMSSM12_MCMC1_26_525841	0.0002714
5129	pMSSM12_MCMC1_36_518676	1.091
5131	pMSSM12_MCMC1_20_756396	0.006736
5133	pMSSM12_MCMC1_30_246412	0.1306
5134	pMSSM12_MCMC1_32_943372	0.001059
5135	pMSSM12_MCMC1_45_702232	0.002599
5137	pMSSM12_MCMC1_4_586096	0.7125
5138	pMSSM12_MCMC1_24_567402	0.01433
5140	pMSSM12_MCMC1_23_700494	1.744
5145	pMSSM12_MCMC1_19_341972	0.01288
5148	pMSSM12_MCMC1_33_483611	0.0244
5149	pMSSM12_MCMC1_46_416553	0.2922
5150	pMSSM12_MCMC1_21_549508	6.031e-05
5151	pMSSM12_MCMC1_10_629980	1.418
5153	pMSSM12_MCMC1_4_743455	0.008133
5154	pMSSM12_MCMC1_46_483194	0.224
5155	pMSSM12_MCMC1_45_896723	3.12
5157	pMSSM12_MCMC1_41_636308	0.0002917
5159	pMSSM12_MCMC1_2_922103	0.002534
5160	pMSSM12_MCMC1_25_908135	0.2087
5161	pMSSM12_MCMC1_16_294057	0.1028
5162	pMSSM12_MCMC1_22_842137	0.4063
5163	pMSSM12_MCMC1_42_289745	0.01461
5166	pMSSM12_MCMC1_14_972681	0.03284
5167	pMSSM12_MCMC1_44_352557	0.0478
5168	pMSSM12_MCMC1_41_434437	0.1424
5169	pMSSM12_MCMC1_14_562414	0.00269
5170	pMSSM12_MCMC1_13_874037	0.00714
5172	pMSSM12_MCMC1_14_896012	1.314
5175	pMSSM12_MCMC1_36_589041	0.2611
5176	pMSSM12_MCMC1_21_315642	0.01471
5178	pMSSM12_MCMC1_12_190646	3.432
5179	pMSSM12_MCMC1_43_640790	0.7577
5181	pMSSM12_MCMC1_32_420769	0.5903
5182	pMSSM12_MCMC1_19_880590	0.3522
5183	pMSSM12_MCMC1_26_237598	0.09905
5185	pMSSM12_MCMC1_34_417615	0.2173
5186	pMSSM12_MCMC1_38_299048	0.01314
5189	pMSSM12_MCMC1_5_586082	0.1191
5190	pMSSM12_MCMC1_44_240946	1.266
5192	pMSSM12_MCMC1_26_262203	0.4219
5193	pMSSM12_MCMC1_11_361054	0.03449
5195	pMSSM12_MCMC1_17_886709	0.4893
5196	pMSSM12_MCMC1_33_719769	0.4894
5197	pMSSM12_MCMC1_2_229917	2.644
5198	pMSSM12_MCMC1_48_853234	0.1332
5199	pMSSM12_MCMC1_8_329130	0.005353
5200	pMSSM12_MCMC1_37_575192	0.4466
5202	pMSSM12_MCMC1_11_431942	0.004705
5204	pMSSM12_MCMC1_24_755006	0.1023
5205	pMSSM12_MCMC1_12_315795	0.0586
5206	pMSSM12_MCMC1_17_390082	0.318
5207	pMSSM12_MCMC1_17_674157	0.0335
5209	pMSSM12_MCMC1_34_207433	3.166
5210	pMSSM12_MCMC1_28_864217	0.01444
5211	pMSSM12_MCMC1_14_309718	0.04897
5213	pMSSM12_MCMC1_4_610015	0.001656
5214	pMSSM12_MCMC1_10_202567	0.8989
5216	pMSSM12_MCMC1_36_196740	0.08986
5217	pMSSM12_MCMC1_22_591522	0.5301
5219	pMSSM12_MCMC1_16_952553	0.1748
5220	pMSSM12_MCMC1_46_481187	0.3292
5221	pMSSM12_MCMC1_27_764088	0.1069
5224	pMSSM12_MCMC1_48_892014	0.3703
5226	pMSSM12_MCMC1_22_939014	0.8598
5227	pMSSM12_MCMC1_38_719687	1.246
5230	pMSSM12_MCMC1_17_689841	0.2694
5231	pMSSM12_MCMC1_16_801928	0.00132
5233	pMSSM12_MCMC1_29_568288	0.311
5234	pMSSM12_MCMC1_8_799327	0.0008216
5235	pMSSM12_MCMC1_4_454872	0.129
5236	pMSSM12_MCMC1_17_542851	0.001436
5239	pMSSM12_MCMC1_25_549298	7.006
5241	pMSSM12_MCMC1_44_622906	0.02607
5242	pMSSM12_MCMC1_38_531813	1910.0
5243	pMSSM12_MCMC1_15_252933	0.4334
5244	pMSSM12_MCMC1_1_604424	1.348
5246	pMSSM12_MCMC1_46_572599	0.009022
5247	pMSSM12_MCMC1_33_924267	0.1396
5248	pMSSM12_MCMC1_11_559414	0.2139
5250	pMSSM12_MCMC1_2_760534	0.1783
5251	pMSSM12_MCMC1_11_586753	0.2969
5252	pMSSM12_MCMC1_15_421151	0.02221
5253	pMSSM12_MCMC1_12_853583	0.02556
5255	pMSSM12_MCMC1_5_897170	0.09238
5256	pMSSM12_MCMC1_12_179869	0.001049
5257	pMSSM12_MCMC1_9_823904	0.003302
5258	pMSSM12_MCMC1_22_270168	5.439
5259	pMSSM12_MCMC1_3_468304	0.6126
5260	pMSSM12_MCMC1_38_327075	0.6551
5261	pMSSM12_MCMC1_26_286258	0.1327
5263	pMSSM12_MCMC1_19_255067	0.003812
5264	pMSSM12_MCMC1_30_716612	3.324
5266	pMSSM12_MCMC1_39_455965	0.3053
5267	pMSSM12_MCMC1_36_675088	0.02827
5268	pMSSM12_MCMC1_42_670524	0.004569
5269	pMSSM12_MCMC1_42_269519	0.2715
5270	pMSSM12_MCMC1_25_977332	0.007404
5271	pMSSM12_MCMC1_19_640854	0.5004
5272	pMSSM12_MCMC1_2_432142	0.04809
5273	pMSSM12_MCMC1_17_364765	4.8
5274	pMSSM12_MCMC1_29_350349	0.8175
5275	pMSSM12_MCMC1_45_434381	33.05
5276	pMSSM12_MCMC1_4_539703	0.008445
5277	pMSSM12_MCMC1_43_348457	0.1295
5278	pMSSM12_MCMC1_45_702875	0.807
5279	pMSSM12_MCMC1_26_248505	0.1519
5283	pMSSM12_MCMC1_29_506478	0.008365
5284	pMSSM12_MCMC1_11_408637	0.00361
5285	pMSSM12_MCMC1_21_975796	0.0001684
5287	pMSSM12_MCMC1_6_835255	0.06611
5288	pMSSM12_MCMC1_43_302375	0.1264
5289	pMSSM12_MCMC1_37_273546	0.00447
5291	pMSSM12_MCMC1_9_516434	0.001454
5293	pMSSM12_MCMC1_9_377070	0.0544
5294	pMSSM12_MCMC1_5_587799	0.0006864
5295	pMSSM12_MCMC1_32_688879	0.004844
5296	pMSSM12_MCMC1_4_900574	0.08441
5297	pMSSM12_MCMC1_22_241522	0.2273
5298	pMSSM12_MCMC1_17_190900	0.001505
5299	pMSSM12_MCMC1_39_180136	0.03942
5302	pMSSM12_MCMC1_15_764202	0.05415
5303	pMSSM12_MCMC1_5_419901	0.00274
5305	pMSSM12_MCMC1_10_795202	0.09479
5307	pMSSM12_MCMC1_17_219534	3.625e-05
5308	pMSSM12_MCMC1_16_862533	0.3527
5310	pMSSM12_MCMC1_7_407552	0.6072
5311	pMSSM12_MCMC1_28_416564	0.008161
5315	pMSSM12_MCMC1_29_785661	0.3081
5316	pMSSM12_MCMC1_44_799555	0.002061
5319	pMSSM12_MCMC1_43_671436	3.471
5320	pMSSM12_MCMC1_46_737773	0.0008028
5321	pMSSM12_MCMC1_22_215036	0.02888
5322	pMSSM12_MCMC1_14_633189	0.01012
5323	pMSSM12_MCMC1_10_735564	0.7349
5324	pMSSM12_MCMC1_26_943234	0.2131
5325	pMSSM12_MCMC1_20_912318	2.442
5326	pMSSM12_MCMC1_13_517429	0.1654
5327	pMSSM12_MCMC1_9_705473	0.01501
5328	pMSSM12_MCMC1_12_734247	1.003
5329	pMSSM12_MCMC1_11_886818	0.00662
5331	pMSSM12_MCMC1_13_458618	0.0003633
5332	pMSSM12_MCMC1_39_787033	0.6393
5334	pMSSM12_MCMC1_46_822277	0.1431
5335	pMSSM12_MCMC1_12_279041	0.03282
5337	pMSSM12_MCMC1_42_380816	0.006625
5338	pMSSM12_MCMC1_20_994969	0.4528
5339	pMSSM12_MCMC1_32_935154	0.2427
5342	pMSSM12_MCMC1_29_670375	0.06381
5343	pMSSM12_MCMC1_5_970217	21.23
5344	pMSSM12_MCMC1_12_348547	0.07976
5345	pMSSM12_MCMC1_32_762566	0.0004767
5346	pMSSM12_MCMC1_3_527640	0.007249
5348	pMSSM12_MCMC1_19_970415	0.05568
5349	pMSSM12_MCMC1_19_422286	1.218
5351	pMSSM12_MCMC1_31_916996	0.8613
5352	pMSSM12_MCMC1_11_336451	0.02922
5353	pMSSM12_MCMC1_20_755323	0.1005
5355	pMSSM12_MCMC1_1_742399	0.002567
5356	pMSSM12_MCMC1_32_693875	0.04188
5357	pMSSM12_MCMC1_27_333288	0.003855
5358	pMSSM12_MCMC1_43_540516	0.007434
5360	pMSSM12_MCMC1_3_694474	0.006918
5362	pMSSM12_MCMC1_36_347334	0.371
5363	pMSSM12_MCMC1_15_866770	0.0009192
5364	pMSSM12_MCMC1_7_832947	0.04917
5366	pMSSM12_MCMC1_15_811235	0.01585
5369	pMSSM12_MCMC1_31_443563	0.1219
5370	pMSSM12_MCMC1_33_804000	0.3194
5371	pMSSM12_MCMC1_42_323413	0.3227
5372	pMSSM12_MCMC1_10_303139	0.02522
5375	pMSSM12_MCMC1_43_689460	0.0136
5376	pMSSM12_MCMC1_43_446297	1.07
5379	pMSSM12_MCMC1_8_291598	0.1421
5380	pMSSM12_MCMC1_37_743194	2.886
5381	pMSSM12_MCMC1_9_397781	0.4969
5382	pMSSM12_MCMC1_20_304408	0.01394
5385	pMSSM12_MCMC1_22_584886	0.08602
5386	pMSSM12_MCMC1_42_468845	0.527
5388	pMSSM12_MCMC1_19_512654	8.096e-05
5389	pMSSM12_MCMC1_27_966055	0.009008
5390	pMSSM12_MCMC1_26_948527	2.345
5391	pMSSM12_MCMC1_33_841010	0.00612
5392	pMSSM12_MCMC1_29_566646	0.02405
5393	pMSSM12_MCMC1_2_328207	0.0009038
5394	pMSSM12_MCMC1_30_462910	0.5751
5395	pMSSM12_MCMC1_6_591989	0.01929
5396	pMSSM12_MCMC1_22_595367	0.03826
5399	pMSSM12_MCMC1_23_712749	0.08858
5400	pMSSM12_MCMC1_6_476115	0.04242
5401	pMSSM12_MCMC1_34_982102	0.3568
5402	pMSSM12_MCMC1_8_291571	0.0548
5403	pMSSM12_MCMC1_43_582869	0.01631
5405	pMSSM12_MCMC1_25_872185	0.001153
5406	pMSSM12_MCMC1_9_389394	0.7346
5407	pMSSM12_MCMC1_21_883688	1.758
5408	pMSSM12_MCMC1_33_303934	0.006644
5409	pMSSM12_MCMC1_31_239949	0.7278
5410	pMSSM12_MCMC1_26_583909	0.0001262
5411	pMSSM12_MCMC1_43_798500	0.08522
5412	pMSSM12_MCMC1_40_572883	0.0239
5413	pMSSM12_MCMC1_46_463565	0.5274
5415	pMSSM12_MCMC1_5_315663	0.5796
5416	pMSSM12_MCMC1_15_613596	11.38
5417	pMSSM12_MCMC1_5_799025	0.002191
5418	pMSSM12_MCMC1_12_951829	0.1306
5420	pMSSM12_MCMC1_43_759260	0.001271
5424	pMSSM12_MCMC1_6_463954	0.1746
5425	pMSSM12_MCMC1_7_648105	0.01023
5426	pMSSM12_MCMC1_8_711162	0.03075
5427	pMSSM12_MCMC1_38_876596	2.232
5428	pMSSM12_MCMC1_44_333346	0.9034
5430	pMSSM12_MCMC1_38_745108	0.05862
5433	pMSSM12_MCMC1_26_626288	4.387
5434	pMSSM12_MCMC1_42_888945	2.211
5435	pMSSM12_MCMC1_16_753870	0.3541
5437	pMSSM12_MCMC1_16_779949	0.0004447
5438	pMSSM12_MCMC1_10_439564	0.04636
5439	pMSSM12_MCMC1_24_488242	0.02799
5441	pMSSM12_MCMC1_39_961693	0.01706
5443	pMSSM12_MCMC1_44_293689	0.01694
5444	pMSSM12_MCMC1_40_418558	0.02014
5448	pMSSM12_MCMC1_38_709638	0.0135
5449	pMSSM12_MCMC1_46_673763	0.8472
5450	pMSSM12_MCMC1_10_856974	0.0864
5451	pMSSM12_MCMC1_23_231850	0.4604
5453	pMSSM12_MCMC1_43_782623	0.8546
5454	pMSSM12_MCMC1_32_977210	0.07926
5455	pMSSM12_MCMC1_7_277460	0.06128
5456	pMSSM12_MCMC1_15_550572	0.0137
5457	pMSSM12_MCMC1_42_863669	0.3079
5459	pMSSM12_MCMC1_19_809329	0.02603
5460	pMSSM12_MCMC1_26_866642	0.00609
5463	pMSSM12_MCMC1_26_203394	0.002785
5464	pMSSM12_MCMC1_39_769653	0.007041
5465	pMSSM12_MCMC1_20_411973	0.1237
5466	pMSSM12_MCMC1_30_278113	1.762
5467	pMSSM12_MCMC1_2_493319	0.1097
5468	pMSSM12_MCMC1_37_194671	1.837
5469	pMSSM12_MCMC1_47_271619	0.006079
5470	pMSSM12_MCMC1_25_180964	0.00915
5472	pMSSM12_MCMC1_31_690518	0.8838
5473	pMSSM12_MCMC1_20_990470	4.028
5475	pMSSM12_MCMC1_4_495216	0.07396
5476	pMSSM12_MCMC1_30_257037	0.1722
5477	pMSSM12_MCMC1_4_212830	0.08883
5478	pMSSM12_MCMC1_25_881227	0.009869
5479	pMSSM12_MCMC1_7_551065	0.09462
5480	pMSSM12_MCMC1_23_639866	0.007389
5481	pMSSM12_MCMC1_20_575195	0.007515
5482	pMSSM12_MCMC1_1_716734	0.08639
5483	pMSSM12_MCMC1_20_328678	0.4704
5485	pMSSM12_MCMC1_18_290527	0.1886
5486	pMSSM12_MCMC1_41_818903	6.263
5487	pMSSM12_MCMC1_40_189447	0.007491
5488	pMSSM12_MCMC1_15_648407	0.2307
5491	pMSSM12_MCMC1_11_425274	0.0001832
5492	pMSSM12_MCMC1_48_792068	0.06983
5494	pMSSM12_MCMC1_21_720678	1.534
5498	pMSSM12_MCMC1_26_389219	0.02879
5499	pMSSM12_MCMC1_14_356645	0.1423
5500	pMSSM12_MCMC1_31_346724	0.07216
5501	pMSSM12_MCMC1_41_284772	0.009931
5502	pMSSM12_MCMC1_6_467587	0.01736
5503	pMSSM12_MCMC1_18_703373	3.152
5504	pMSSM12_MCMC1_40_988935	0.03027
5507	pMSSM12_MCMC1_6_951330	0.000722
5508	pMSSM12_MCMC1_29_458676	0.0359
5511	pMSSM12_MCMC1_10_451236	0.08678
5512	pMSSM12_MCMC1_15_767488	0.3634
5513	pMSSM12_MCMC1_25_955176	0.2571
5514	pMSSM12_MCMC1_26_242422	0.5051
5516	pMSSM12_MCMC1_13_610511	0.1028
5518	pMSSM12_MCMC1_28_865644	1.263
5519	pMSSM12_MCMC1_30_896259	0.01284
5520	pMSSM12_MCMC1_43_235352	1.451
5521	pMSSM12_MCMC1_7_434066	0.05226
5522	pMSSM12_MCMC1_48_663127	0.1545
5523	pMSSM12_MCMC1_7_653161	0.01468
5524	pMSSM12_MCMC1_17_303906	0.01268
5525	pMSSM12_MCMC1_6_858884	0.06809
5526	pMSSM12_MCMC1_26_862719	0.2332
5529	pMSSM12_MCMC1_43_427777	0.03182
5530	pMSSM12_MCMC1_15_970376	0.3936
5531	pMSSM12_MCMC1_45_203183	1.039
5532	pMSSM12_MCMC1_6_425155	0.8004
5533	pMSSM12_MCMC1_6_783014	0.1169
5535	pMSSM12_MCMC1_7_678568	1.445
5536	pMSSM12_MCMC1_39_882750	0.05336
5537	pMSSM12_MCMC1_43_248078	0.05816
5539	pMSSM12_MCMC1_36_943224	0.1366
5540	pMSSM12_MCMC1_33_277359	0.1809
5541	pMSSM12_MCMC1_48_854632	0.5053
5542	pMSSM12_MCMC1_22_390893	0.001397
5543	pMSSM12_MCMC1_10_509960	0.1913
5544	pMSSM12_MCMC1_15_416622	0.03793
5545	pMSSM12_MCMC1_26_219789	0.02429
5546	pMSSM12_MCMC1_22_878326	0.007048
5548	pMSSM12_MCMC1_40_185364	0.08533
5549	pMSSM12_MCMC1_4_945148	4.189
5550	pMSSM12_MCMC1_25_333239	0.2593
5551	pMSSM12_MCMC1_24_647077	0.2809
5552	pMSSM12_MCMC1_25_237174	0.1275
5553	pMSSM12_MCMC1_27_355890	0.03439
5554	pMSSM12_MCMC1_19_696690	0.7496
5556	pMSSM12_MCMC1_47_586167	5.712e-05
5557	pMSSM12_MCMC1_48_574645	1.851
5559	pMSSM12_MCMC1_16_541719	0.01
5560	pMSSM12_MCMC1_3_328888	0.06644
5561	pMSSM12_MCMC1_27_249807	8.447
5562	pMSSM12_MCMC1_45_270510	0.008053
5563	pMSSM12_MCMC1_38_777348	0.0002522
5564	pMSSM12_MCMC1_44_315441	0.008263
5565	pMSSM12_MCMC1_12_854457	0.1428
5567	pMSSM12_MCMC1_36_850834	0.1076
5569	pMSSM12_MCMC1_45_493280	0.2014
5571	pMSSM12_MCMC1_16_823807	0.1236
5572	pMSSM12_MCMC1_42_908652	0.4881
5574	pMSSM12_MCMC1_36_662352	0.001694
5575	pMSSM12_MCMC1_32_749523	0.0168
5578	pMSSM12_MCMC1_11_855670	0.004293
5579	pMSSM12_MCMC1_44_635932	0.1039
5580	pMSSM12_MCMC1_29_554650	0.001829
5581	pMSSM12_MCMC1_8_799393	0.0004504
5582	pMSSM12_MCMC1_5_361770	0.02043
5586	pMSSM12_MCMC1_14_948100	1.292
5587	pMSSM12_MCMC1_1_865365	0.3303
5588	pMSSM12_MCMC1_45_200089	0.02606
5589	pMSSM12_MCMC1_9_533058	0.002227
5590	pMSSM12_MCMC1_36_669545	0.04315
5591	pMSSM12_MCMC1_15_276396	3.5
5592	pMSSM12_MCMC1_38_833639	85.1
5593	pMSSM12_MCMC1_7_335235	0.0004882
5594	pMSSM12_MCMC1_16_466316	0.0007051
5595	pMSSM12_MCMC1_17_298367	0.03468
5596	pMSSM12_MCMC1_30_841333	53.41
5599	pMSSM12_MCMC1_19_747202	0.1579
5600	pMSSM12_MCMC1_4_746632	0.003725
5601	pMSSM12_MCMC1_19_805114	0.3953
5602	pMSSM12_MCMC1_24_442846	0.003504
5604	pMSSM12_MCMC1_23_524352	0.5412
5605	pMSSM12_MCMC1_47_640888	0.6127
5606	pMSSM12_MCMC1_10_283768	0.1047
5607	pMSSM12_MCMC1_3_459092	0.00127
5608	pMSSM12_MCMC1_23_663526	0.1222
5610	pMSSM12_MCMC1_22_670509	2.1
5611	pMSSM12_MCMC1_39_495163	0.002808
5612	pMSSM12_MCMC1_19_414045	0.0002198
5614	pMSSM12_MCMC1_40_668186	14.04
5615	pMSSM12_MCMC1_44_952557	0.3692
5618	pMSSM12_MCMC1_32_718749	0.007654
5621	pMSSM12_MCMC1_25_482819	0.09566
5622	pMSSM12_MCMC1_18_890729	1.388
5623	pMSSM12_MCMC1_25_992363	0.08023
5624	pMSSM12_MCMC1_13_557731	0.04678
5626	pMSSM12_MCMC1_8_192417	0.03208
5628	pMSSM12_MCMC1_44_919816	0.07442
5629	pMSSM12_MCMC1_22_838955	1.325
5631	pMSSM12_MCMC1_48_832791	0.08288
5632	pMSSM12_MCMC1_14_861262	0.004671
5634	pMSSM12_MCMC1_39_983319	7.973
5636	pMSSM12_MCMC1_16_276759	0.01229
5637	pMSSM12_MCMC1_48_758548	0.006985
5639	pMSSM12_MCMC1_28_243912	0.6568
5640	pMSSM12_MCMC1_47_912745	0.02623
5641	pMSSM12_MCMC1_28_601255	0.005858
5642	pMSSM12_MCMC1_42_208213	0.0009429
5643	pMSSM12_MCMC1_48_962873	0.1241
5645	pMSSM12_MCMC1_19_635637	0.0678
5646	pMSSM12_MCMC1_31_522477	0.004773
5647	pMSSM12_MCMC1_32_677198	0.06216
5648	pMSSM12_MCMC1_34_852779	0.001273
5649	pMSSM12_MCMC1_5_872034	0.0196
5650	pMSSM12_MCMC1_37_991063	0.08701
5651	pMSSM12_MCMC1_23_352304	0.987
5652	pMSSM12_MCMC1_12_336014	0.8176
5653	pMSSM12_MCMC1_42_965487	3.604
5654	pMSSM12_MCMC1_2_691220	0.004136
5656	pMSSM12_MCMC1_40_342368	0.006002
5657	pMSSM12_MCMC1_23_802165	0.1136
5658	pMSSM12_MCMC1_29_222773	0.2322
5662	pMSSM12_MCMC1_17_284202	0.8449
5663	pMSSM12_MCMC1_42_252164	0.03918
5664	pMSSM12_MCMC1_38_544291	5.021
5665	pMSSM12_MCMC1_13_660335	0.06676
5666	pMSSM12_MCMC1_13_528124	0.5408
5669	pMSSM12_MCMC1_6_218581	1.268
5670	pMSSM12_MCMC1_1_855926	0.08091
5672	pMSSM12_MCMC1_1_510428	0.01884
5673	pMSSM12_MCMC1_16_931387	0.8091
5677	pMSSM12_MCMC1_8_457500	0.9405
5678	pMSSM12_MCMC1_7_405011	0.07345
5679	pMSSM12_MCMC1_27_692417	0.3591
5680	pMSSM12_MCMC1_7_946226	0.04008
5681	pMSSM12_MCMC1_16_426243	0.0001833
5682	pMSSM12_MCMC1_27_565867	0.001757
5684	pMSSM12_MCMC1_6_413817	0.1803
5688	pMSSM12_MCMC1_15_381841	0.05536
5689	pMSSM12_MCMC1_10_367583	0.01815
5690	pMSSM12_MCMC1_47_484160	0.04935
5694	pMSSM12_MCMC1_13_364855	0.7745
5695	pMSSM12_MCMC1_48_628493	0.0002062
5696	pMSSM12_MCMC1_45_533569	0.002374
5697	pMSSM12_MCMC1_47_585993	0.002783
5698	pMSSM12_MCMC1_46_844893	2.462
5699	pMSSM12_MCMC1_30_832418	1.323
5702	pMSSM12_MCMC1_31_396160	0.002148
5704	pMSSM12_MCMC1_22_255689	0.005447
5705	pMSSM12_MCMC1_47_365811	0.02331
5706	pMSSM12_MCMC1_8_727229	0.01208
5708	pMSSM12_MCMC1_14_945857	0.3332
5709	pMSSM12_MCMC1_41_434158	0.004382
5710	pMSSM12_MCMC1_14_416574	0.3419
5711	pMSSM12_MCMC1_45_573066	0.008743
5713	pMSSM12_MCMC1_47_477893	0.0004457
5714	pMSSM12_MCMC1_37_824473	0.1723
5715	pMSSM12_MCMC1_34_764769	0.06751
5717	pMSSM12_MCMC1_6_740201	0.1214
5718	pMSSM12_MCMC1_33_194394	0.1485
5719	pMSSM12_MCMC1_13_968530	0.09653
5721	pMSSM12_MCMC1_29_681645	0.00631
5722	pMSSM12_MCMC1_19_194930	0.9429
5723	pMSSM12_MCMC1_8_691382	0.0222
5724	pMSSM12_MCMC1_15_694219	0.001263
5725	pMSSM12_MCMC1_3_446598	0.2268
5726	pMSSM12_MCMC1_22_485409	0.01481
5728	pMSSM12_MCMC1_27_405132	0.03497
5729	pMSSM12_MCMC1_5_963415	0.06478
5731	pMSSM12_MCMC1_22_904878	0.0239
5732	pMSSM12_MCMC1_16_445826	0.002074
5733	pMSSM12_MCMC1_2_648320	0.01634
5734	pMSSM12_MCMC1_29_573032	0.6075
5735	pMSSM12_MCMC1_43_415116	0.003622
