id	pointName	xsect(pb)
2572	pMSSM12_MCMC1_16_869964	0.2238
2573	pMSSM12_MCMC1_40_572890	0.03032
2574	pMSSM12_MCMC1_46_908585	0.3159
2576	pMSSM12_MCMC1_32_940304	144.2
2577	pMSSM12_MCMC1_24_892118	0.01801
2579	pMSSM12_MCMC1_10_823281	0.08888
2580	pMSSM12_MCMC1_22_254560	0.1571
2581	pMSSM12_MCMC1_7_353585	0.00318
2582	pMSSM12_MCMC1_24_737824	3.768
2583	pMSSM12_MCMC1_36_810777	0.6629
2585	pMSSM12_MCMC1_13_777021	0.001068
2586	pMSSM12_MCMC1_4_377172	0.03931
2587	pMSSM12_MCMC1_10_207789	0.03966
2588	pMSSM12_MCMC1_24_437778	0.01065
2590	pMSSM12_MCMC1_20_223972	0.01749
2591	pMSSM12_MCMC1_2_194006	0.003526
2592	pMSSM12_MCMC1_25_687513	0.0005639
2593	pMSSM12_MCMC1_32_779103	2.632
2595	pMSSM12_MCMC1_39_574206	0.06425
2596	pMSSM12_MCMC1_29_848752	0.3879
2597	pMSSM12_MCMC1_42_865309	0.01231
2598	pMSSM12_MCMC1_27_491893	0.008824
2599	pMSSM12_MCMC1_27_844916	0.4286
2600	pMSSM12_MCMC1_31_415449	0.01074
2601	pMSSM12_MCMC1_42_855598	0.009526
2602	pMSSM12_MCMC1_48_482004	0.00179
2603	pMSSM12_MCMC1_25_459414	1.031
2604	pMSSM12_MCMC1_15_369469	0.004682
2605	pMSSM12_MCMC1_36_585482	0.2475
2606	pMSSM12_MCMC1_38_463787	0.01756
2607	pMSSM12_MCMC1_30_394939	0.3459
2608	pMSSM12_MCMC1_14_722274	23.2
2609	pMSSM12_MCMC1_28_235456	0.03278
2610	pMSSM12_MCMC1_20_639613	20.67
2611	pMSSM12_MCMC1_3_869684	0.1212
2612	pMSSM12_MCMC1_45_272316	100.3
2614	pMSSM12_MCMC1_42_832690	2.949
2615	pMSSM12_MCMC1_25_891335	0.6871
2616	pMSSM12_MCMC1_25_191455	32.71
2617	pMSSM12_MCMC1_39_870998	0.2665
2620	pMSSM12_MCMC1_31_935151	0.3365
2622	pMSSM12_MCMC1_34_633561	0.0004588
2623	pMSSM12_MCMC1_30_678835	0.01277
2624	pMSSM12_MCMC1_17_316442	20.04
2626	pMSSM12_MCMC1_48_567751	0.06738
2627	pMSSM12_MCMC1_41_307279	0.005833
2629	pMSSM12_MCMC1_4_314341	0.6188
2630	pMSSM12_MCMC1_8_394293	0.438
2631	pMSSM12_MCMC1_8_574488	0.03667
2632	pMSSM12_MCMC1_47_707352	0.6538
2633	pMSSM12_MCMC1_46_516336	0.1348
2634	pMSSM12_MCMC1_4_882836	4.347e-05
2635	pMSSM12_MCMC1_30_998597	0.007198
2636	pMSSM12_MCMC1_19_329878	0.009596
2637	pMSSM12_MCMC1_28_452797	5.883
2638	pMSSM12_MCMC1_13_859424	0.0252
2639	pMSSM12_MCMC1_42_765409	0.04254
2640	pMSSM12_MCMC1_37_656315	0.0001708
2641	pMSSM12_MCMC1_1_754356	0.00581
2642	pMSSM12_MCMC1_45_695772	3.295
2646	pMSSM12_MCMC1_31_533515	0.006064
2647	pMSSM12_MCMC1_25_913092	0.01885
2648	pMSSM12_MCMC1_4_638274	0.00836
2649	pMSSM12_MCMC1_47_625405	0.2393
2650	pMSSM12_MCMC1_41_502330	0.01794
2651	pMSSM12_MCMC1_6_633273	0.02191
2652	pMSSM12_MCMC1_27_846644	0.008862
2653	pMSSM12_MCMC1_18_805317	1.11
2654	pMSSM12_MCMC1_14_512758	0.3498
2655	pMSSM12_MCMC1_31_907036	0.06589
2656	pMSSM12_MCMC1_17_720196	0.05613
2657	pMSSM12_MCMC1_36_818681	1.19
2659	pMSSM12_MCMC1_10_877196	0.002075
2662	pMSSM12_MCMC1_19_292592	3.712
2663	pMSSM12_MCMC1_22_629972	0.2794
2665	pMSSM12_MCMC1_40_867965	0.01209
2666	pMSSM12_MCMC1_2_768141	0.06611
2668	pMSSM12_MCMC1_28_530165	0.007571
2669	pMSSM12_MCMC1_47_943476	0.001835
2670	pMSSM12_MCMC1_23_707498	2.742
2672	pMSSM12_MCMC1_19_789932	18.16
2674	pMSSM12_MCMC1_47_498423	0.01451
2675	pMSSM12_MCMC1_20_684887	0.6472
2676	pMSSM12_MCMC1_37_762600	0.4056
2677	pMSSM12_MCMC1_46_477431	0.2049
2679	pMSSM12_MCMC1_27_738168	0.7667
2680	pMSSM12_MCMC1_24_950825	0.2435
2681	pMSSM12_MCMC1_38_315746	0.01189
2683	pMSSM12_MCMC1_28_306344	0.07197
2685	pMSSM12_MCMC1_36_633361	0.006738
2686	pMSSM12_MCMC1_47_421841	0.3645
2688	pMSSM12_MCMC1_9_719617	0.4003
2689	pMSSM12_MCMC1_39_299462	5.502e-05
2690	pMSSM12_MCMC1_15_325618	0.02249
2693	pMSSM12_MCMC1_19_802701	0.03495
2694	pMSSM12_MCMC1_14_394251	8.054e-05
2696	pMSSM12_MCMC1_14_858034	0.01758
2698	pMSSM12_MCMC1_15_742096	0.1027
2699	pMSSM12_MCMC1_12_459121	0.1305
2701	pMSSM12_MCMC1_43_661337	0.0203
2702	pMSSM12_MCMC1_39_240258	3.67
2704	pMSSM12_MCMC1_42_523260	0.07442
2705	pMSSM12_MCMC1_23_440158	0.2946
2706	pMSSM12_MCMC1_1_520787	0.01851
2708	pMSSM12_MCMC1_46_477482	0.5628
2709	pMSSM12_MCMC1_37_453022	0.01316
2711	pMSSM12_MCMC1_42_476279	0.008676
2712	pMSSM12_MCMC1_46_490284	0.1158
2713	pMSSM12_MCMC1_12_649888	0.1051
2714	pMSSM12_MCMC1_24_662493	0.4596
2716	pMSSM12_MCMC1_28_491037	0.4211
2717	pMSSM12_MCMC1_6_194517	0.4495
2718	pMSSM12_MCMC1_3_379714	0.09379
2721	pMSSM12_MCMC1_33_762500	0.006436
2724	pMSSM12_MCMC1_32_944751	0.02282
2725	pMSSM12_MCMC1_8_356635	0.05251
2728	pMSSM12_MCMC1_40_546518	0.00485
2729	pMSSM12_MCMC1_41_474772	2.921
2730	pMSSM12_MCMC1_20_270274	0.2899
2731	pMSSM12_MCMC1_30_782297	0.002031
2732	pMSSM12_MCMC1_7_823174	0.001267
2733	pMSSM12_MCMC1_20_767817	0.03277
2734	pMSSM12_MCMC1_14_320060	0.9354
2736	pMSSM12_MCMC1_45_531596	0.3074
2737	pMSSM12_MCMC1_11_979884	0.001734
2738	pMSSM12_MCMC1_41_897353	0.5493
2739	pMSSM12_MCMC1_16_863864	0.3286
2741	pMSSM12_MCMC1_7_740959	0.3766
2742	pMSSM12_MCMC1_10_692482	0.003861
2743	pMSSM12_MCMC1_43_615349	0.195
2745	pMSSM12_MCMC1_36_556350	0.001208
2746	pMSSM12_MCMC1_26_433306	0.07594
2749	pMSSM12_MCMC1_47_853463	0.01433
2751	pMSSM12_MCMC1_23_199996	0.007596
2752	pMSSM12_MCMC1_18_761984	0.01026
2754	pMSSM12_MCMC1_47_617704	0.004257
2755	pMSSM12_MCMC1_41_740782	4.498
2756	pMSSM12_MCMC1_48_670467	0.06706
2758	pMSSM12_MCMC1_17_686584	0.07472
2759	pMSSM12_MCMC1_4_541531	0.01169
2762	pMSSM12_MCMC1_20_529459	1.938
2763	pMSSM12_MCMC1_27_544295	0.0002951
2764	pMSSM12_MCMC1_6_190064	0.01292
2766	pMSSM12_MCMC1_36_836862	10.81
2767	pMSSM12_MCMC1_42_383214	0.009324
2768	pMSSM12_MCMC1_21_866229	0.2357
2770	pMSSM12_MCMC1_45_495108	0.05532
2771	pMSSM12_MCMC1_10_285383	0.1767
2772	pMSSM12_MCMC1_38_395984	0.08702
2773	pMSSM12_MCMC1_14_906155	1.849
2774	pMSSM12_MCMC1_42_925950	0.005927
2776	pMSSM12_MCMC1_15_713806	0.04021
2777	pMSSM12_MCMC1_45_803249	0.1174
2778	pMSSM12_MCMC1_29_305298	0.1577
2779	pMSSM12_MCMC1_30_449030	1.633
2780	pMSSM12_MCMC1_45_823694	0.1013
2781	pMSSM12_MCMC1_4_972620	2.105
2782	pMSSM12_MCMC1_39_762755	0.5365
2783	pMSSM12_MCMC1_30_759146	0.06424
2784	pMSSM12_MCMC1_23_260575	0.0004114
2785	pMSSM12_MCMC1_31_681837	0.9752
2786	pMSSM12_MCMC1_47_200892	1.187
2787	pMSSM12_MCMC1_25_967951	0.2642
2788	pMSSM12_MCMC1_41_795559	1.645
2790	pMSSM12_MCMC1_16_622400	0.001381
2791	pMSSM12_MCMC1_11_658802	0.8732
2792	pMSSM12_MCMC1_5_852260	0.1068
2794	pMSSM12_MCMC1_28_585622	3.795
2795	pMSSM12_MCMC1_28_311926	0.3667
2796	pMSSM12_MCMC1_46_532492	0.3784
2797	pMSSM12_MCMC1_9_954996	0.5486
2798	pMSSM12_MCMC1_12_993869	0.01725
2800	pMSSM12_MCMC1_4_441569	0.02413
2801	pMSSM12_MCMC1_31_490224	0.1925
2802	pMSSM12_MCMC1_9_923173	0.03264
2803	pMSSM12_MCMC1_36_589235	0.319
2804	pMSSM12_MCMC1_45_883593	0.0006246
2807	pMSSM12_MCMC1_21_634208	0.001865
2808	pMSSM12_MCMC1_25_338097	0.1463
2809	pMSSM12_MCMC1_8_745317	0.04158
2810	pMSSM12_MCMC1_24_742291	0.028
2811	pMSSM12_MCMC1_48_706097	0.1197
2812	pMSSM12_MCMC1_2_338626	0.2374
2816	pMSSM12_MCMC1_33_493936	0.01464
2817	pMSSM12_MCMC1_43_639173	0.007916
2818	pMSSM12_MCMC1_37_834973	0.04418
2819	pMSSM12_MCMC1_29_253670	0.4266
2820	pMSSM12_MCMC1_32_496371	0.6037
2821	pMSSM12_MCMC1_14_247390	0.001823
2822	pMSSM12_MCMC1_24_636667	0.4579
2823	pMSSM12_MCMC1_18_506496	0.7062
2824	pMSSM12_MCMC1_29_743630	0.005243
2825	pMSSM12_MCMC1_24_650938	0.008703
2826	pMSSM12_MCMC1_33_901371	9.816e-05
2827	pMSSM12_MCMC1_16_685020	0.001577
2828	pMSSM12_MCMC1_4_713344	6.46
2830	pMSSM12_MCMC1_38_507663	1.38
2831	pMSSM12_MCMC1_42_692063	0.1701
2832	pMSSM12_MCMC1_43_964774	0.1803
2833	pMSSM12_MCMC1_39_476276	4.781e-05
2834	pMSSM12_MCMC1_31_771756	0.01226
2835	pMSSM12_MCMC1_19_399831	0.5065
2836	pMSSM12_MCMC1_17_687198	4.544e-05
2837	pMSSM12_MCMC1_11_809508	0.008744
2838	pMSSM12_MCMC1_3_379641	0.3403
2840	pMSSM12_MCMC1_9_910892	0.2148
2841	pMSSM12_MCMC1_26_265364	0.003688
2842	pMSSM12_MCMC1_13_787700	0.9471
2843	pMSSM12_MCMC1_4_233049	0.06805
2844	pMSSM12_MCMC1_28_319167	0.3362
2845	pMSSM12_MCMC1_37_231558	0.05613
2846	pMSSM12_MCMC1_1_673363	1.094
2847	pMSSM12_MCMC1_10_280654	17.89
2849	pMSSM12_MCMC1_37_671111	0.001915
2850	pMSSM12_MCMC1_48_980006	2.95
2851	pMSSM12_MCMC1_7_250838	0.003449
2854	pMSSM12_MCMC1_31_931612	0.07006
2855	pMSSM12_MCMC1_48_351078	0.0108
2856	pMSSM12_MCMC1_46_869870	0.3969
2857	pMSSM12_MCMC1_12_483091	0.6078
2858	pMSSM12_MCMC1_15_369621	0.0008561
2859	pMSSM12_MCMC1_12_938148	0.000248
2860	pMSSM12_MCMC1_9_790997	0.3143
2861	pMSSM12_MCMC1_48_558733	0.1127
2863	pMSSM12_MCMC1_41_793138	0.03486
2864	pMSSM12_MCMC1_24_957239	0.2486
2867	pMSSM12_MCMC1_38_847564	1.112
2868	pMSSM12_MCMC1_45_404103	0.1837
2869	pMSSM12_MCMC1_11_735324	0.07924
2870	pMSSM12_MCMC1_43_246345	0.1457
2872	pMSSM12_MCMC1_9_881867	0.1437
2873	pMSSM12_MCMC1_22_607273	0.09509
2875	pMSSM12_MCMC1_16_407707	0.000585
2876	pMSSM12_MCMC1_22_393997	0.5455
2877	pMSSM12_MCMC1_40_516314	0.2821
2878	pMSSM12_MCMC1_26_204268	16.61
2879	pMSSM12_MCMC1_22_949245	0.002862
2881	pMSSM12_MCMC1_6_936594	0.01841
2882	pMSSM12_MCMC1_42_540055	3.024
2883	pMSSM12_MCMC1_3_471851	0.01691
2884	pMSSM12_MCMC1_21_826346	0.0004384
2885	pMSSM12_MCMC1_15_642622	0.01708
2886	pMSSM12_MCMC1_24_982388	0.005865
2887	pMSSM12_MCMC1_31_676335	0.04242
2888	pMSSM12_MCMC1_16_991736	0.004256
2889	pMSSM12_MCMC1_25_848473	0.1978
2890	pMSSM12_MCMC1_37_418411	0.08202
2891	pMSSM12_MCMC1_8_341149	6.083e-05
2893	pMSSM12_MCMC1_42_656054	2.281e-05
2897	pMSSM12_MCMC1_18_266126	0.04525
2898	pMSSM12_MCMC1_16_425957	0.02402
2899	pMSSM12_MCMC1_13_719778	0.08876
2900	pMSSM12_MCMC1_44_481961	0.018
2901	pMSSM12_MCMC1_16_456395	0.3699
2902	pMSSM12_MCMC1_47_612345	0.1008
2904	pMSSM12_MCMC1_39_361203	0.01218
2905	pMSSM12_MCMC1_1_861679	0.5684
2906	pMSSM12_MCMC1_11_501596	0.7253
2908	pMSSM12_MCMC1_36_516250	0.06039
2909	pMSSM12_MCMC1_5_291072	0.00953
2911	pMSSM12_MCMC1_47_242979	0.0002235
2912	pMSSM12_MCMC1_37_543572	0.01335
2913	pMSSM12_MCMC1_48_632620	0.006657
2914	pMSSM12_MCMC1_23_324057	0.06893
2916	pMSSM12_MCMC1_14_228914	0.01094
2917	pMSSM12_MCMC1_14_433767	5.331e-05
2919	pMSSM12_MCMC1_22_654168	0.2962
2922	pMSSM12_MCMC1_43_720405	12.77
2923	pMSSM12_MCMC1_28_350896	0.07984
2925	pMSSM12_MCMC1_28_449203	0.002494
2926	pMSSM12_MCMC1_24_673480	0.9103
2927	pMSSM12_MCMC1_9_305366	1.028
2928	pMSSM12_MCMC1_26_478890	272.8
2929	pMSSM12_MCMC1_37_479648	0.1552
2930	pMSSM12_MCMC1_5_907937	0.01258
2931	pMSSM12_MCMC1_28_549099	0.6943
2932	pMSSM12_MCMC1_44_294895	6.644
2934	pMSSM12_MCMC1_47_823873	0.8366
2935	pMSSM12_MCMC1_25_947929	0.05002
2936	pMSSM12_MCMC1_47_838685	0.3786
2939	pMSSM12_MCMC1_42_939617	0.6583
2940	pMSSM12_MCMC1_27_291272	0.0165
2942	pMSSM12_MCMC1_29_285126	0.01952
2943	pMSSM12_MCMC1_12_934632	0.0201
2944	pMSSM12_MCMC1_12_470174	0.002644
2945	pMSSM12_MCMC1_43_647881	0.5218
2947	pMSSM12_MCMC1_21_342236	0.1367
2948	pMSSM12_MCMC1_13_571752	0.1587
2949	pMSSM12_MCMC1_25_373757	0.4204
2950	pMSSM12_MCMC1_10_467862	0.06892
2952	pMSSM12_MCMC1_36_702314	0.001688
2953	pMSSM12_MCMC1_30_810394	4.276
2954	pMSSM12_MCMC1_38_564698	0.7616
2955	pMSSM12_MCMC1_6_920291	0.1273
2956	pMSSM12_MCMC1_13_968696	0.00057
2958	pMSSM12_MCMC1_6_522724	0.03328
2959	pMSSM12_MCMC1_7_210112	1.923
2961	pMSSM12_MCMC1_37_260509	0.5423
2963	pMSSM12_MCMC1_40_256062	0.05531
2966	pMSSM12_MCMC1_44_584839	0.1227
2968	pMSSM12_MCMC1_10_202870	7.846e-05
2969	pMSSM12_MCMC1_30_950984	4.841e-05
2970	pMSSM12_MCMC1_19_740357	0.06561
2972	pMSSM12_MCMC1_36_436845	0.08793
2974	pMSSM12_MCMC1_33_412621	3.504
2975	pMSSM12_MCMC1_14_884576	0.5816
2976	pMSSM12_MCMC1_5_543553	0.2568
2977	pMSSM12_MCMC1_7_628393	0.04034
2978	pMSSM12_MCMC1_17_467882	0.001852
2979	pMSSM12_MCMC1_48_360857	0.02439
2980	pMSSM12_MCMC1_17_718277	5.428e-06
2981	pMSSM12_MCMC1_8_937323	0.06918
2982	pMSSM12_MCMC1_11_215758	1.767
2983	pMSSM12_MCMC1_7_441780	0.007814
2984	pMSSM12_MCMC1_25_343812	0.271
2985	pMSSM12_MCMC1_38_326688	3.924
2986	pMSSM12_MCMC1_4_312701	3.817
2987	pMSSM12_MCMC1_47_998455	0.585
2988	pMSSM12_MCMC1_40_656001	0.2764
2989	pMSSM12_MCMC1_22_609550	0.3656
2992	pMSSM12_MCMC1_8_541372	0.0277
2994	pMSSM12_MCMC1_17_212925	0.03477
2998	pMSSM12_MCMC1_18_964468	0.01604
2999	pMSSM12_MCMC1_40_880829	6.272
3000	pMSSM12_MCMC1_9_383253	0.004172
3002	pMSSM12_MCMC1_8_560953	0.05591
3004	pMSSM12_MCMC1_23_717637	0.005448
3005	pMSSM12_MCMC1_23_510935	0.8594
3008	pMSSM12_MCMC1_42_829643	2.523
3010	pMSSM12_MCMC1_43_603709	0.4818
3011	pMSSM12_MCMC1_42_841240	0.3267
3012	pMSSM12_MCMC1_14_951267	0.07356
3016	pMSSM12_MCMC1_27_782402	0.8788
3019	pMSSM12_MCMC1_8_886005	0.00835
3021	pMSSM12_MCMC1_40_260354	0.1089
3022	pMSSM12_MCMC1_41_825431	0.0641
3023	pMSSM12_MCMC1_34_882630	0.6813
3024	pMSSM12_MCMC1_15_479277	0.01992
3026	pMSSM12_MCMC1_8_561194	2.647e-06
3027	pMSSM12_MCMC1_12_744016	0.1709
3028	pMSSM12_MCMC1_11_893465	0.04149
3029	pMSSM12_MCMC1_44_486454	0.3395
3031	pMSSM12_MCMC1_28_253960	0.007865
3032	pMSSM12_MCMC1_14_645351	0.107
3034	pMSSM12_MCMC1_22_337651	0.01632
3035	pMSSM12_MCMC1_25_386589	0.08441
3037	pMSSM12_MCMC1_28_621540	0.001947
3038	pMSSM12_MCMC1_31_934698	0.5679
3039	pMSSM12_MCMC1_8_491476	0.01494
3041	pMSSM12_MCMC1_45_687936	4.048e-06
3042	pMSSM12_MCMC1_47_923527	0.8411
3044	pMSSM12_MCMC1_31_701356	2.525
3045	pMSSM12_MCMC1_32_511117	3.509
3046	pMSSM12_MCMC1_19_860803	0.0004017
3047	pMSSM12_MCMC1_36_610289	0.09345
3048	pMSSM12_MCMC1_15_714743	0.08857
3049	pMSSM12_MCMC1_44_473464	0.07392
3050	pMSSM12_MCMC1_40_511240	0.008759
3053	pMSSM12_MCMC1_47_549410	0.3885
3054	pMSSM12_MCMC1_22_598151	0.00223
3055	pMSSM12_MCMC1_21_249335	0.1085
3057	pMSSM12_MCMC1_26_892569	0.0881
3058	pMSSM12_MCMC1_29_213210	0.02341
3059	pMSSM12_MCMC1_2_861383	0.1026
3060	pMSSM12_MCMC1_42_240201	5.496
3061	pMSSM12_MCMC1_18_657573	0.1641
3062	pMSSM12_MCMC1_40_528282	4.291
3065	pMSSM12_MCMC1_18_578774	0.4958
3066	pMSSM12_MCMC1_1_819470	0.01119
3067	pMSSM12_MCMC1_47_451915	3.981
3068	pMSSM12_MCMC1_37_956164	1.677
3069	pMSSM12_MCMC1_38_454132	0.008392
3070	pMSSM12_MCMC1_9_766398	0.2414
3071	pMSSM12_MCMC1_31_390071	0.01308
3074	pMSSM12_MCMC1_19_427150	0.3438
3076	pMSSM12_MCMC1_25_329199	0.1946
3077	pMSSM12_MCMC1_48_288031	1.632
3078	pMSSM12_MCMC1_21_360120	0.01803
3079	pMSSM12_MCMC1_37_219576	0.04667
3080	pMSSM12_MCMC1_37_933326	0.0325
3082	pMSSM12_MCMC1_21_247875	0.02705
3083	pMSSM12_MCMC1_25_181871	0.03674
3084	pMSSM12_MCMC1_26_428400	0.0604
3085	pMSSM12_MCMC1_4_761326	0.0001844
3086	pMSSM12_MCMC1_7_505793	0.1706
3087	pMSSM12_MCMC1_36_703612	0.004225
3088	pMSSM12_MCMC1_44_476541	0.6752
3090	pMSSM12_MCMC1_6_651691	0.2067
3091	pMSSM12_MCMC1_6_446153	4.443
3092	pMSSM12_MCMC1_11_898419	0.03331
3093	pMSSM12_MCMC1_44_193640	0.1004
3094	pMSSM12_MCMC1_29_234934	0.002207
3095	pMSSM12_MCMC1_22_235268	0.02199
3096	pMSSM12_MCMC1_32_924805	0.01352
3097	pMSSM12_MCMC1_39_220110	0.163
3098	pMSSM12_MCMC1_9_799651	0.007565
3099	pMSSM12_MCMC1_24_399562	0.2214
3100	pMSSM12_MCMC1_11_259311	0.04546
3101	pMSSM12_MCMC1_46_508231	0.01161
3102	pMSSM12_MCMC1_48_916852	0.2883
3103	pMSSM12_MCMC1_36_337049	0.007478
3104	pMSSM12_MCMC1_22_694493	0.1341
3105	pMSSM12_MCMC1_9_351530	0.01786
3106	pMSSM12_MCMC1_25_768599	1.952e-05
3107	pMSSM12_MCMC1_19_789785	0.251
3109	pMSSM12_MCMC1_46_473123	0.0008523
3110	pMSSM12_MCMC1_33_760513	0.02179
3111	pMSSM12_MCMC1_24_412827	0.002176
3112	pMSSM12_MCMC1_42_517532	0.04481
3113	pMSSM12_MCMC1_46_778920	0.005782
3115	pMSSM12_MCMC1_23_970926	0.7296
3116	pMSSM12_MCMC1_28_598600	0.2125
3117	pMSSM12_MCMC1_6_472494	0.005127
3119	pMSSM12_MCMC1_47_938420	0.002674
3120	pMSSM12_MCMC1_24_334813	0.1231
3121	pMSSM12_MCMC1_14_537944	0.02391
3122	pMSSM12_MCMC1_36_814561	0.9372
3123	pMSSM12_MCMC1_42_638813	0.2112
3124	pMSSM12_MCMC1_12_413085	0.0003034
3125	pMSSM12_MCMC1_48_695799	0.04285
3126	pMSSM12_MCMC1_43_392702	0.9786
3127	pMSSM12_MCMC1_41_669296	0.0009745
3128	pMSSM12_MCMC1_19_201812	2.266
3131	pMSSM12_MCMC1_23_341541	0.2254
3132	pMSSM12_MCMC1_19_363524	49.97
3133	pMSSM12_MCMC1_33_782136	0.003517
3134	pMSSM12_MCMC1_32_376435	0.08563
3135	pMSSM12_MCMC1_44_297732	0.0661
3137	pMSSM12_MCMC1_37_899167	0.1851
3138	pMSSM12_MCMC1_17_979451	0.2283
3143	pMSSM12_MCMC1_10_694297	0.02225
3144	pMSSM12_MCMC1_42_726173	0.3932
3145	pMSSM12_MCMC1_28_704620	0.00802
3146	pMSSM12_MCMC1_25_501944	0.005473
3147	pMSSM12_MCMC1_16_818985	0.0005328
3149	pMSSM12_MCMC1_48_469752	0.04179
3150	pMSSM12_MCMC1_15_730699	0.01208
3151	pMSSM12_MCMC1_19_772507	1.79
3153	pMSSM12_MCMC1_8_454226	0.2308
3155	pMSSM12_MCMC1_44_900995	0.09004
3156	pMSSM12_MCMC1_45_224751	0.5184
3157	pMSSM12_MCMC1_11_701639	9.23
3158	pMSSM12_MCMC1_18_472802	0.1312
3160	pMSSM12_MCMC1_21_259382	0.06646
3161	pMSSM12_MCMC1_29_962956	0.07603
3162	pMSSM12_MCMC1_14_487313	8.14
3163	pMSSM12_MCMC1_6_916733	0.008093
3164	pMSSM12_MCMC1_32_887558	0.3649
3167	pMSSM12_MCMC1_41_741894	0.001288
3168	pMSSM12_MCMC1_15_485490	0.04231
3169	pMSSM12_MCMC1_12_893346	0.008231
3170	pMSSM12_MCMC1_21_432181	0.4033
3171	pMSSM12_MCMC1_21_531260	0.1307
3172	pMSSM12_MCMC1_5_380238	0.692
3174	pMSSM12_MCMC1_2_695058	0.00456
3175	pMSSM12_MCMC1_46_923739	0.6285
3176	pMSSM12_MCMC1_41_529805	0.03259
3177	pMSSM12_MCMC1_37_288755	0.6711
3178	pMSSM12_MCMC1_24_983683	0.01359
3180	pMSSM12_MCMC1_39_277422	0.00465
3183	pMSSM12_MCMC1_27_786259	0.7801
3184	pMSSM12_MCMC1_10_758577	0.7413
3185	pMSSM12_MCMC1_36_987763	0.1035
3186	pMSSM12_MCMC1_32_454678	0.01464
3187	pMSSM12_MCMC1_33_846614	0.2278
3188	pMSSM12_MCMC1_2_837793	0.1099
3189	pMSSM12_MCMC1_20_495783	0.1873
3190	pMSSM12_MCMC1_6_476138	0.07611
3191	pMSSM12_MCMC1_3_844558	0.4224
3192	pMSSM12_MCMC1_29_229835	0.07267
3193	pMSSM12_MCMC1_41_909889	0.005194
3196	pMSSM12_MCMC1_22_695613	0.03156
3197	pMSSM12_MCMC1_40_758153	0.436
3198	pMSSM12_MCMC1_9_594815	0.02673
3199	pMSSM12_MCMC1_8_870947	0.002989
3200	pMSSM12_MCMC1_33_477020	0.1872
3201	pMSSM12_MCMC1_48_282727	0.00136
3202	pMSSM12_MCMC1_17_552329	0.04012
3207	pMSSM12_MCMC1_13_728652	0.001432
3210	pMSSM12_MCMC1_39_325030	0.08415
3213	pMSSM12_MCMC1_23_320154	0.1708
3214	pMSSM12_MCMC1_24_991753	0.1434
3216	pMSSM12_MCMC1_48_342607	0.04008
3218	pMSSM12_MCMC1_13_336976	3.524e-06
3219	pMSSM12_MCMC1_1_264055	0.01647
3220	pMSSM12_MCMC1_25_370644	0.9807
3222	pMSSM12_MCMC1_4_226200	0.08227
