id	pointName	xsect(pb)
7920	pMSSM12_MCMC1_42_672384	0.1844
7922	pMSSM12_MCMC1_42_973219	0.004386
7923	pMSSM12_MCMC1_28_454210	0.03086
7924	pMSSM12_MCMC1_31_960183	0.001877
7925	pMSSM12_MCMC1_10_710012	0.002016
7926	pMSSM12_MCMC1_1_694193	0.295
7927	pMSSM12_MCMC1_28_600925	0.6586
7929	pMSSM12_MCMC1_4_450626	0.002399
7930	pMSSM12_MCMC1_28_421156	0.01078
7931	pMSSM12_MCMC1_16_279449	0.03948
7932	pMSSM12_MCMC1_24_253334	0.004812
7937	pMSSM12_MCMC1_1_312235	0.06261
7939	pMSSM12_MCMC1_47_199204	0.04613
7941	pMSSM12_MCMC1_45_627481	0.09614
7942	pMSSM12_MCMC1_28_341251	0.07528
7943	pMSSM12_MCMC1_34_943265	0.2142
7944	pMSSM12_MCMC1_33_850788	0.0005339
7946	pMSSM12_MCMC1_17_841438	0.005114
7947	pMSSM12_MCMC1_2_692307	0.006269
7948	pMSSM12_MCMC1_46_554591	0.02655
7949	pMSSM12_MCMC1_37_288183	227.2
7951	pMSSM12_MCMC1_6_236642	0.004666
7952	pMSSM12_MCMC1_8_997933	0.2151
7953	pMSSM12_MCMC1_46_739446	0.001935
7954	pMSSM12_MCMC1_23_698105	0.102
7955	pMSSM12_MCMC1_3_203898	0.07882
7956	pMSSM12_MCMC1_41_616054	0.05298
7957	pMSSM12_MCMC1_24_522784	0.03894
7958	pMSSM12_MCMC1_16_798726	0.001546
7960	pMSSM12_MCMC1_48_926873	0.49
7961	pMSSM12_MCMC1_23_338914	0.0007805
7962	pMSSM12_MCMC1_19_253596	0.4442
7965	pMSSM12_MCMC1_15_524189	0.1428
7966	pMSSM12_MCMC1_17_554598	0.0224
7967	pMSSM12_MCMC1_24_548342	0.5008
7968	pMSSM12_MCMC1_28_582111	0.001784
7969	pMSSM12_MCMC1_45_236819	0.0001995
7970	pMSSM12_MCMC1_11_307566	0.0124
7971	pMSSM12_MCMC1_26_800060	0.0004316
7972	pMSSM12_MCMC1_28_778938	10.37
7973	pMSSM12_MCMC1_11_387234	1.638
7974	pMSSM12_MCMC1_34_180476	0.1297
7976	pMSSM12_MCMC1_33_406523	0.06804
7977	pMSSM12_MCMC1_15_812655	0.258
7978	pMSSM12_MCMC1_36_228517	0.00574
7980	pMSSM12_MCMC1_13_418051	0.4081
7981	pMSSM12_MCMC1_18_929277	1.46
7982	pMSSM12_MCMC1_29_772906	0.06884
7983	pMSSM12_MCMC1_19_936185	0.0004109
7985	pMSSM12_MCMC1_37_224844	0.01539
7986	pMSSM12_MCMC1_47_241511	0.09342
7987	pMSSM12_MCMC1_8_707549	0.0129
7988	pMSSM12_MCMC1_8_618273	0.001933
7989	pMSSM12_MCMC1_18_865282	0.02934
7991	pMSSM12_MCMC1_44_709850	8.625
7992	pMSSM12_MCMC1_25_331739	0.1173
7993	pMSSM12_MCMC1_45_921894	8.597
7994	pMSSM12_MCMC1_31_933926	0.3431
7995	pMSSM12_MCMC1_46_953862	0.1216
7996	pMSSM12_MCMC1_15_811939	0.05095
7997	pMSSM12_MCMC1_12_191026	0.01264
7999	pMSSM12_MCMC1_32_293330	4.789
8000	pMSSM12_MCMC1_3_328174	0.09034
8001	pMSSM12_MCMC1_16_581465	0.003449
8002	pMSSM12_MCMC1_6_787519	2.071
8003	pMSSM12_MCMC1_13_550465	0.04229
8004	pMSSM12_MCMC1_46_929721	0.00406
8005	pMSSM12_MCMC1_30_770610	1.087
8006	pMSSM12_MCMC1_30_218767	0.05669
8008	pMSSM12_MCMC1_28_216479	0.01155
8010	pMSSM12_MCMC1_12_801198	0.0007218
8011	pMSSM12_MCMC1_16_183086	0.001512
8012	pMSSM12_MCMC1_17_380481	0.01715
8013	pMSSM12_MCMC1_20_624035	0.07063
8015	pMSSM12_MCMC1_28_863372	0.1214
8016	pMSSM12_MCMC1_27_191729	0.2017
8017	pMSSM12_MCMC1_11_548860	0.02145
8018	pMSSM12_MCMC1_30_969163	0.005115
8020	pMSSM12_MCMC1_8_355490	1.316
8021	pMSSM12_MCMC1_34_877189	0.07663
8022	pMSSM12_MCMC1_41_877333	16.85
8025	pMSSM12_MCMC1_48_611843	0.2086
8026	pMSSM12_MCMC1_27_725019	0.01274
8027	pMSSM12_MCMC1_24_812362	0.000549
8028	pMSSM12_MCMC1_42_472752	0.4218
8030	pMSSM12_MCMC1_23_361140	0.3846
8032	pMSSM12_MCMC1_12_979708	2.623
8033	pMSSM12_MCMC1_22_188111	0.03147
8037	pMSSM12_MCMC1_45_318738	0.007954
8038	pMSSM12_MCMC1_44_514742	0.2667
8039	pMSSM12_MCMC1_40_988698	0.01245
8040	pMSSM12_MCMC1_7_444845	0.7372
8041	pMSSM12_MCMC1_27_952557	1.656
8043	pMSSM12_MCMC1_40_794917	0.2192
8045	pMSSM12_MCMC1_17_552331	0.006567
8048	pMSSM12_MCMC1_30_532371	0.07154
8049	pMSSM12_MCMC1_28_754830	0.09544
8050	pMSSM12_MCMC1_20_373902	0.06633
8051	pMSSM12_MCMC1_40_236955	0.007613
8052	pMSSM12_MCMC1_21_339192	1.029
8053	pMSSM12_MCMC1_9_621940	6.501
8054	pMSSM12_MCMC1_30_288006	0.905
8055	pMSSM12_MCMC1_21_781912	0.005128
8056	pMSSM12_MCMC1_19_431313	0.4579
8057	pMSSM12_MCMC1_38_203128	1.755
8058	pMSSM12_MCMC1_6_643067	0.0003569
8059	pMSSM12_MCMC1_34_193063	0.001848
8061	pMSSM12_MCMC1_10_768258	0.1666
8062	pMSSM12_MCMC1_41_833135	0.1879
8063	pMSSM12_MCMC1_22_952189	0.03136
8064	pMSSM12_MCMC1_19_642534	2.359
8065	pMSSM12_MCMC1_23_552165	0.08739
8067	pMSSM12_MCMC1_25_604778	0.000674
8071	pMSSM12_MCMC1_25_557043	4.953
8073	pMSSM12_MCMC1_27_854913	0.07615
8074	pMSSM12_MCMC1_17_333872	0.02541
8075	pMSSM12_MCMC1_18_284351	0.03561
8076	pMSSM12_MCMC1_4_540176	0.1454
8077	pMSSM12_MCMC1_34_435894	0.01209
8078	pMSSM12_MCMC1_9_719422	0.0202
8079	pMSSM12_MCMC1_3_790207	0.1315
8081	pMSSM12_MCMC1_4_822573	2.199
8082	pMSSM12_MCMC1_30_808587	0.0004377
8083	pMSSM12_MCMC1_29_616201	6.787
8084	pMSSM12_MCMC1_5_634252	0.02801
8086	pMSSM12_MCMC1_33_859955	0.0196
8087	pMSSM12_MCMC1_43_220353	0.0007293
8088	pMSSM12_MCMC1_17_666091	0.3822
8090	pMSSM12_MCMC1_2_435723	0.3119
8092	pMSSM12_MCMC1_2_631680	0.002259
8093	pMSSM12_MCMC1_6_880140	1.866
8095	pMSSM12_MCMC1_23_567262	0.0799
8096	pMSSM12_MCMC1_15_252474	0.2245
8098	pMSSM12_MCMC1_44_685588	0.05393
8101	pMSSM12_MCMC1_43_962124	0.004284
8102	pMSSM12_MCMC1_44_254409	0.7504
8103	pMSSM12_MCMC1_46_308732	0.04349
8104	pMSSM12_MCMC1_20_697770	0.3469
8105	pMSSM12_MCMC1_4_620935	0.8452
8106	pMSSM12_MCMC1_14_728417	0.2426
8107	pMSSM12_MCMC1_25_963445	0.8916
8108	pMSSM12_MCMC1_38_450634	3.874
8109	pMSSM12_MCMC1_26_555026	0.6393
8110	pMSSM12_MCMC1_18_448122	0.04195
8113	pMSSM12_MCMC1_24_505082	0.1201
8114	pMSSM12_MCMC1_4_259108	0.05562
8115	pMSSM12_MCMC1_2_320615	0.07551
8117	pMSSM12_MCMC1_5_633944	0.1924
8118	pMSSM12_MCMC1_45_983221	0.8234
8120	pMSSM12_MCMC1_11_853586	6.624
8123	pMSSM12_MCMC1_5_381097	0.001226
8124	pMSSM12_MCMC1_21_464494	0.3287
8126	pMSSM12_MCMC1_46_839133	0.1176
8127	pMSSM12_MCMC1_42_287392	0.02199
8128	pMSSM12_MCMC1_8_984336	0.001926
8130	pMSSM12_MCMC1_41_914984	0.4759
8132	pMSSM12_MCMC1_44_483078	1.468
8133	pMSSM12_MCMC1_18_907659	15.95
8134	pMSSM12_MCMC1_26_735640	0.7572
8135	pMSSM12_MCMC1_29_859889	0.003763
8138	pMSSM12_MCMC1_14_774487	0.007254
8140	pMSSM12_MCMC1_18_802794	0.1391
8141	pMSSM12_MCMC1_31_458743	24.31
8143	pMSSM12_MCMC1_2_603542	0.02442
8144	pMSSM12_MCMC1_11_554454	0.809
8145	pMSSM12_MCMC1_1_399705	0.02643
8146	pMSSM12_MCMC1_32_961398	0.2473
8147	pMSSM12_MCMC1_19_536135	1.667
8148	pMSSM12_MCMC1_46_225099	0.8222
8150	pMSSM12_MCMC1_6_422301	0.03329
8152	pMSSM12_MCMC1_24_735417	0.0314
8153	pMSSM12_MCMC1_46_714918	0.0255
8154	pMSSM12_MCMC1_27_930646	1.116e-05
8155	pMSSM12_MCMC1_37_669139	0.719
8156	pMSSM12_MCMC1_6_628611	0.008042
8157	pMSSM12_MCMC1_34_770210	0.01871
8159	pMSSM12_MCMC1_13_946019	0.0896
8162	pMSSM12_MCMC1_31_910530	0.07563
8163	pMSSM12_MCMC1_21_188750	0.03267
8166	pMSSM12_MCMC1_45_870860	0.01134
8169	pMSSM12_MCMC1_1_761328	0.05327
8170	pMSSM12_MCMC1_6_898715	0.0003537
8171	pMSSM12_MCMC1_44_545478	0.003717
8172	pMSSM12_MCMC1_42_866828	0.004738
8173	pMSSM12_MCMC1_11_839346	2.36
8174	pMSSM12_MCMC1_26_412565	0.3257
8176	pMSSM12_MCMC1_9_712804	0.09825
8177	pMSSM12_MCMC1_8_591758	350.9
8179	pMSSM12_MCMC1_41_455029	0.2802
8180	pMSSM12_MCMC1_11_369399	0.0009391
8181	pMSSM12_MCMC1_48_221497	0.008248
8184	pMSSM12_MCMC1_22_315796	0.004706
8187	pMSSM12_MCMC1_25_618795	0.01179
8188	pMSSM12_MCMC1_41_602758	0.5539
8189	pMSSM12_MCMC1_47_712984	0.0002457
8190	pMSSM12_MCMC1_34_522454	2.288
8192	pMSSM12_MCMC1_14_571148	0.3736
8193	pMSSM12_MCMC1_16_647661	1.584
8194	pMSSM12_MCMC1_19_687361	9113.0
8195	pMSSM12_MCMC1_39_294730	0.06145
8196	pMSSM12_MCMC1_4_627650	0.005471
8199	pMSSM12_MCMC1_48_604332	0.000588
8200	pMSSM12_MCMC1_33_449018	0.005649
8201	pMSSM12_MCMC1_2_582794	0.4759
8205	pMSSM12_MCMC1_10_674689	10.65
8206	pMSSM12_MCMC1_36_646706	0.02236
8207	pMSSM12_MCMC1_29_917891	7.668e-05
8209	pMSSM12_MCMC1_4_206098	0.005388
8210	pMSSM12_MCMC1_25_541498	1.872
8212	pMSSM12_MCMC1_33_387360	0.01377
8213	pMSSM12_MCMC1_27_179155	0.7247
8214	pMSSM12_MCMC1_18_601796	0.004128
8215	pMSSM12_MCMC1_34_638765	0.1531
8218	pMSSM12_MCMC1_5_231861	1.518
8219	pMSSM12_MCMC1_43_932669	1.072
8220	pMSSM12_MCMC1_26_548669	0.03264
8222	pMSSM12_MCMC1_4_712266	0.01259
8223	pMSSM12_MCMC1_6_734014	1.746
8224	pMSSM12_MCMC1_27_249826	2.726
8225	pMSSM12_MCMC1_40_441536	0.04729
8226	pMSSM12_MCMC1_32_220416	0.105
8227	pMSSM12_MCMC1_22_418468	0.02856
8228	pMSSM12_MCMC1_14_275050	0.06129
8229	pMSSM12_MCMC1_46_680649	0.135
8230	pMSSM12_MCMC1_36_445749	0.0211
8231	pMSSM12_MCMC1_2_920262	0.001441
8232	pMSSM12_MCMC1_46_856844	8.594
8233	pMSSM12_MCMC1_47_771290	0.7521
8234	pMSSM12_MCMC1_11_644634	0.0007007
8235	pMSSM12_MCMC1_9_227658	7.924e-05
8236	pMSSM12_MCMC1_18_888716	1.875
8237	pMSSM12_MCMC1_1_474801	1.337
8238	pMSSM12_MCMC1_20_342867	0.2364
8240	pMSSM12_MCMC1_31_727654	0.7879
8241	pMSSM12_MCMC1_24_745052	0.05354
8242	pMSSM12_MCMC1_3_815841	0.8035
8243	pMSSM12_MCMC1_37_665018	0.05316
8244	pMSSM12_MCMC1_15_565152	0.006951
